Job Titles,Employees,Industry,City,State,Country,Date Post,Job Skills
RECEPTIONIST CUM CLERK,201-500 employees ,Administration & Office Support,Shah Alam/Subang,Selangor,Malaysia,,Administrative Assistants
Drafter,201-500 employees ,Engineering,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Engineering Drafting
Product Development Pharmacist,201-500 employees ,Healthcare & Medical,Muar,Johor,Malaysia,,Management
General worker,201-500 employees ,"Manufacturing, Transport & Logistics",Alor Gajah,Melaka,Malaysia,,"Warehousing, Storage & Distribution"
Business Development Executive,201-500 employees ,Sales,Petaling,Selangor,Malaysia,,New Business Development
Admin Account  Assistant Miri,201-500 employees ,Real Estate & Property,Miri,Sarawak,Malaysia,,Body Corporate & Facilities Management
ELECTRICAL & MAINTENANCE TECHNICIAN,201-500 employees ,Engineering,Miri,Sarawak,Malaysia,,Electrical/Electronic Engineering
Network Engineer (Fresh Graduate),201-500 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Networks & Systems Administration
MARKETING COORDINATOR,201-500 employees ,Marketing & Communications,Pasir Mas,Kelantan,Malaysia,,Marketing Communications
Analyst,201-500 employees ,Banking & Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Compliance & Risk
DIGITAL MARKETING,201-500 employees ,Sales,Kuala Muda,Kedah,Malaysia,,New Business Development
Senior Associate,201-500 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Developers/Programmers
Chargeman A4,201-500 employees ,Engineering,Gerik,Perak,Malaysia,,Electrical/Electronic Engineering
ADMIN CUM HALAL EXECUTIVE,201-500 employees ,Hospitality & Tourism,Semenyih,Selangor,Malaysia,,Management
CONTENT CREATOR,201-500 employees ,"Advertising, Arts & Media",Seberang Perai,Pulau Pinang,Malaysia,,Art Direction
Content Creator,201-500 employees ,"Advertising, Arts & Media",Shah Alam/Subang,Selangor,Malaysia,,Journalism & Writing
Microsoft Dynamics 365 F&O Technical Developer,201-500 employees ,Information & Communication Technology,Petaling,Selangor,Malaysia,,Developers/Programmers
Mortgage Consultant - Northern,201-500 employees ,Banking & Financial Services,Petaling Jaya,Perak,Malaysia,,Mortgages
Marketing & Events Assistant Manager,201-500 employees ,Sales,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,New Business Development
Technical Solutions Engineer,201-500 employees ,Engineering,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Mechanical Engineering
Deployment and Support Engineer,201-500 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Security
Advanced Production System Integration Management,201-500 employees ,Engineering,Klang,Selangor,Malaysia,,Supervisors
Pharmacist,201-500 employees ,Healthcare & Medical,Semenyih,Selangor,Malaysia,,Pharmacy
ADMIN,201-500 employees ,Administration & Office Support,Kubang Pasu,Kedah,Malaysia,,Administrative Assistants
Project Engineer,201-500 employees ,Engineering,Miri,Sarawak,Malaysia,,Electrical/Electronic Engineering
ACCOUNT/ADMIN EXECUTIVE,201-500 employees ,Administration & Office Support,Kuala Terengganu,Terengganu,Malaysia,,Administrative Assistants
Assistant Duty Manager,201-500 employees ,Hospitality & Tourism,Johor Bahru, Johor,Malaysia,,Management
Documentation Executive,201-500 employees ,"Manufacturing, Transport & Logistics",Klang,Selangor,Malaysia,,"Warehousing, Storage & Distribution"
Assistant Consumer Sales Associate,201-500 employees ,Human Resources & Recruitment,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Training & Development
"Group HR Assistant Manager - Sustainability, ESG & DEI",201-500 employees ,Human Resources & Recruitment,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Training & Development
Transport Manager,201-500 employees ,"Manufacturing, Transport & Logistics",Petaling,Selangor,Malaysia,,"Warehousing, Storage & Distribution"
ASSISTANT FINANCE MANAGER / SENIOR ACCOUNTS EXECUTIVE,201-500 employees ,Accounting,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Financial Accounting & Reporting
SENIOR TAX/ACCOUNTS EXECUTIVE,201-500 employees ,Accounting,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Taxation
"Supervisor Position at Miri, Lambir Area",201-500 employees ,Retail & Consumer Products,Miri,Sarawak,Malaysia,,Management - Department/Assistant
Service Technician,201-500 employees ,Trades & Services,Petaling,Selangor,Malaysia,,Technicians
Work-from-home-Sales Representative,201-500 employees ,Sales,Petaling Jaya,Selangor,Malaysia,,Other
Sales Support Executive,201-500 employees ,Administration & Office Support,Shah Alam/Subang,Selangor,Malaysia,,Client & Sales Administration
Work-from-home-Experience Research Analyst,201-500 employees ,Banking & Financial Services,Petaling Jaya,Selangor,Malaysia,,Analysis & Reporting
CIVIL AND STRUCTURAL DESIGN ENGINEER,201-500 employees ,Engineering,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Civil/Structural Engineering
Technical Service Administrator,201-500 employees ,Call Centre & Customer Service,Kajang/Bangi/Serdang,Selangor,Malaysia,,Customer Service - Call Centre
Product Trainer (Software),201-500 employees ,Education & Training,Petaling,Selangor,Malaysia,,Workplace Training & Assessment
Marcom Executive,201-500 employees ,Marketing & Communications,Petaling,Selangor,Malaysia,,Marketing Communications
"Senior Executive, Auto Loan Sales",201-500 employees ,Banking & Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Mortgages
Education Recruitment Counsellor,201-500 employees ,Education & Training,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Student Services
Sales Manager,201-500 employees ,Sales,Petaling,Selangor,Malaysia,,Account & Relationship Management
Technician,201-500 employees ,Engineering,Klang,Selangor,Malaysia,,Maintenance
Senior Electrical & Instrumentation Engineer,201-500 employees ,Engineering,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Electrical/Electronic Engineering
"Team Leader, Security Services",201-500 employees ,Trades & Services,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Security Services
Chef de Partie (All Day Dining),201-500 employees ,Hospitality & Tourism,Alor Gajah,Melaka,Malaysia,,Chefs/Cooks
Refund Officer,201-500 employees ,Call Centre & Customer Service,Georgetown,Pulau Pinang,Malaysia,,Management & Support
Quality Assurance Assistant Grade 2,201-500 employees ,"Manufacturing, Transport & Logistics",Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Quality Assurance & Control
"Manager, Operations & Maintenance",201-500 employees ,Engineering,Klang,Selangor,Malaysia,,Management
Oncology Sales Specialist- Northern,201-500 employees ,Retail & Consumer Products,Georgetown,Pulau Pinang,Malaysia,,Retail Assistants
"Intern, Software Engineering - Operations",201-500 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Team Leaders
Talent Acquisition Specialist,201-500 employees ,Human Resources & Recruitment,Johor Bahru, Johor,Malaysia,,Recruitment - Internal
Data Analyst (Finance Domain),201-500 employees ,Banking & Financial Services,Petaling,Selangor,Malaysia,,Analysis & Reporting
Senior Manager - Tax Reporting & Strategy,201-500 employees ,Accounting,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Taxation
Oncology Sales Specialist- Northern,201-500 employees ,Retail & Consumer Products,Georgetown,Pulau Pinang,Malaysia,,Retail Assistants
Customer Care Manager,201-500 employees ,Call Centre & Customer Service,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Supervisors/Team Leaders
Platform Engineer,201-500 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Security
Operations & Process Enablement Specialist,201-500 employees ,Information & Communication Technology,Sepang,Selangor,Malaysia,,Programme & Project Management
Senior Administrative Executive,201-500 employees ,Administration & Office Support,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Administrative Assistants
HR Recruiter/F&B Industry(Immediate Hiring),201-500 employees ,Human Resources & Recruitment,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Recruitment - Internal
Account Assistant cum Purchasing,201-500 employees ,Accounting,KL Eco City, Federal Territory of Kuala Lumpur,Malaysia,,Bookkeeping & Small Practice Accounting
Quantity Surveyor,201-500 employees ,Construction,Georgetown,Pulau Pinang,Malaysia,,Contracts Management
Accounts Assistant (Fresh Grad welcome),201-500 employees ,Accounting,Johor Bahru, Johor,Malaysia,,Bookkeeping & Small Practice Accounting
"Executive, Medical Affairs",201-500 employees ,Healthcare & Medical, Petaling Jaya,Selangor,Malaysia,,Clinical/Medical Research
Customer success Assistant Manager,201-500 employees ,Sales,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Account & Relationship Management
Accounts Executive (Treasury),201-500 employees ,Accounting,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Bookkeeping & Small Practice Accounting
Logistics Manager,201-500 employees ,"Manufacturing, Transport & Logistics",Johor Bahru, Johor,Malaysia,,"Warehousing, Storage & Distribution"
"Manager, Food Services (Bakery)",201-500 employees ,Sales,Petaling,Selangor,Malaysia,,Account & Relationship Management
"Customer Service Call Centre (Fresh Graduate) - Up to RM4,200",201-500 employees ,Call Centre & Customer Service,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Customer Service - Call Centre
Senior/Principal Supplier Development Engineer (Semiconductors),201-500 employees ,Engineering,Petaling,Selangor,Malaysia,,Automotive Engineering
Project Manager / Site Manager /  Site Engineer (For High Rise Construction),201-500 employees ,Construction,Johor Bahru, Johor,Malaysia,,Project Management
Professional Hairstylist,201-500 employees ,Trades & Services,Kuching,Sarawak,Malaysia,,Hair & Beauty Services
Accounts Executive (AR),201-500 employees ,Accounting,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Bookkeeping & Small Practice Accounting
Admin Advisor,201-500 employees ,Sales,Semenyih,Selangor,Malaysia,,Sales Representatives/Consultants
QA/QC Engineer,201-500 employees ,Construction,Johor Bahru, Johor,Malaysia,,Quality Assurance & Control
"Analyst, Finance & Accounting (Fresh Graduate)",201-500 employees ,Accounting,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Financial Accounting & Reporting
Senior Projects Executive,201-500 employees ,Construction,Petaling,Selangor,Malaysia,,Project Management
Senior Sales/Sales Manager (Food Packaging) (ID: 599324),201-500 employees ,Sales,Petaling,Selangor,Malaysia,,Account & Relationship Management
Chassis Automotive Product Design Engineer,201-500 employees ,Engineering,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Mechanical Engineering
Senior Executive - Corporate Membership,201-500 employees ,Consulting & Strategy,KL Eco City, Federal Territory of Kuala Lumpur,Malaysia,,Corporate Development
Senior Executive - (Individual Membership),201-500 employees ,Consulting & Strategy,KL Eco City, Federal Territory of Kuala Lumpur,Malaysia,,Corporate Development
HR ASSISTANT,201-500 employees ,Human Resources & Recruitment, Petaling Jaya,Selangor,Malaysia,,Consulting & Generalist HR
Talent Manager,201-500 employees ,Marketing & Communications,Petaling,Selangor,Malaysia,,Public Relations & Corporate Affairs
Media & Digital Assistant Manager MYSG,201-500 employees ,Sales,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,New Business Development
"Primary Banker 1, Bandar Utama Branch",201-500 employees ,Banking & Financial Services,Petaling,Selangor,Malaysia,,Client Services
"Primary Banker 1, Taman Molek Branch",201-500 employees ,Banking & Financial Services,Johor Bahru, Johor,Malaysia,,Client Services
Field Service Engineer I,201-500 employees ,Engineering,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Management
Store Assistant (3 Months),201-500 employees ,Administration & Office Support,Petaling,Selangor,Malaysia,,Administrative Assistants
Retail Outlet Manager,201-500 employees ,Retail & Consumer Products,Kuala Lumpur,Sarawak,Malaysia,,Management - Area/Multi-site
"Executive, HR Operations",201-500 employees ,Administration & Office Support,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Receptionists
Manufacturing Shift Trainer,201-500 employees ,"Manufacturing, Transport & Logistics",Seberang Perai,Pulau Pinang,Malaysia,,Quality Assurance & Control
Recruitment Consultant,201-500 employees ,Human Resources & Recruitment,Bandar Malaysia, Federal Territory of Kuala Lumpur,Malaysia,,Recruitment - Agency
URGENT HIRING - Assistant Customer Service (Fresh Grad),201-500 employees ,Call Centre & Customer Service,Petaling,Selangor,Malaysia,,Customer Service - Call Centre
Retail Allocator Specialist,201-500 employees ,Retail & Consumer Products,Petaling,Selangor,Malaysia,,Buying
Corporate Sales Executive,201-500 employees ,Sales, Petaling Jaya,Selangor,Malaysia,,Sales Representatives/Consultants
Architectural Coordinator,201-500 employees ,Design & Architecture,Shah Alam/Subang,Selangor,Malaysia,,Architecture
Senior Executive - Project Management,201-500 employees ,Real Estate & Property,Petaling,Selangor,Malaysia,,Other
SAP MM Consultant (Remote - Work from home),201-500 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Consultants
Field Service Engineer,201-500 employees ,Engineering,Kulim,Kedah,Malaysia,,Electrical/Electronic Engineering
Corporate Finance Executive,201-500 employees ,Banking & Financial Services,Seberang Perai,Pulau Pinang,Malaysia,,Corporate Finance & Investment Banking
Accounting Senior Research Analyst,201-500 employees ,Accounting,Shah Alam/Subang,Selangor,Malaysia,,Financial Accounting & Reporting
Site Supervisor,201-500 employees ,Construction,Pasir Puteh,Kelantan,Malaysia,,Foreperson/Supervisors
"Internal Audit Associate, Asia",201-500 employees ,Accounting,Petaling,Selangor,Malaysia,,Audit - Internal
Insurance Agent (Takaful),201-500 employees ,Sales,Teluk Intan,Perak,Malaysia,,Sales Representatives/Consultants
Electrical Engineer,201-500 employees ,Engineering,Teluk Intan,Perak,Malaysia,,Electrical/Electronic Engineering
Purchasing Assistant (Kajang),201-500 employees ,Sales,Kajang/Bangi/Serdang,Selangor,Malaysia,,Account & Relationship Management
Insurance Agent (Takaful),201-500 employees ,Sales,Kinta,Perak,Malaysia,,Sales Representatives/Consultants
Planning Executive,201-500 employees ,Design & Architecture,Muar,Johor,Malaysia,,Industrial Design
Admin and Personal Assistant,201-500 employees ,Administration & Office Support,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,"PA, EA & Secretarial"
Sales & Marketing Manager,201-500 employees ,Sales,Muar,Johor,Malaysia,,New Business Development
Admin Assistant (Kajang),201-500 employees ,Information & Communication Technology,Kajang/Bangi/Serdang,Selangor,Malaysia,,Management
QA Executive / QMR,201-500 employees ,"Manufacturing, Transport & Logistics",Muar,Johor,Malaysia,,Quality Assurance & Control
Account Cum Business Development,201-500 employees ,Accounting,Kajang/Bangi/Serdang,Selangor,Malaysia,,Bookkeeping & Small Practice Accounting
Insurance Agent (Takaful),201-500 employees ,Sales,Kuala Kangsar,Perak,Malaysia,,Sales Representatives/Consultants
Senior Associate - Billings,201-500 employees ,Accounting,Petaling,Selangor,Malaysia,,Bookkeeping & Small Practice Accounting
Mechanical Engineer,201-500 employees ,Engineering,Shah Alam/Subang,Selangor,Malaysia,,Mechanical Engineering
Sales & Marketing Manager,201-500 employees ,Marketing & Communications,Muar,Johor,Malaysia,,Management
